Time (Unix),Temperatures(Celsius),Pressure(Hectopascals),Humidity,pm1,pm2.5,pm10
1630754285,21.812109375,1004.3499317717873,49.25792978529704,0,2,3
1630754286,21.8525390625,1004.3450557525761,49.298877673987164,0,2,3
1630754287,21.822265625,1004.3570277028603,49.2124035763612,0,2,3
1630754288,21.82734375,1004.3665604491829,49.31554498750684,0,2,3
1630754289,21.8171875,1004.3485114587395,49.154997691532195,0,2,3
1630754290,21.832421875,1004.376295169425,49.33857070530638,0,2,3
1630754291,21.822265625,1004.3716298991686,49.42430625868909,0,2,3
1630754292,21.822265625,1004.3189037064511,49.34398300263333,0,2,3
1630754293,21.822265625,1004.3519583732028,49.32127497407388,0,2,3
1630754294,21.812109375,1004.3126159868299,49.2638696834772,0,2,3
1630754295,21.80703125,1004.3193075620447,49.28668439630356,0,2,3
1630754296,21.822265625,1004.322350536116,49.114782777794055,0,2,3
1630754297,21.822265625,1004.3130195296355,49.33252335869431,0,2,3
1630754298,21.812109375,1004.3533787769006,49.14353727886592,0,2,3
1630754299,21.8171875,1004.346686919558,49.2638696834772,0,2,3
1630754300,21.82734375,1004.3533787769006,49.286894909676995,0,2,3
1630754301,21.822265625,1004.3403992631029,49.14353727886592,0,2,3
1630754302,21.80703125,1004.3403992631029,49.29824958755586,0,2,3
1630754303,21.822265625,1004.3487134681437,49.114782777794055,0,2,3
1630754304,21.822265625,1004.3274197534608,49.28105967901393,0,2,3
1630754305,21.812109375,1004.3306646304818,49.280954482508314,0,2,3
1630754306,21.812109375,1004.322350536116,49.19510883138237,0,2,3
1630754307,21.82734375,1004.3550012164175,49.3038740796941,0,2,3
1630754308,21.822265625,1004.3418196417007,49.19479615303909,0,2,3
1630754309,21.80703125,1004.360070636987,49.2124035763612,0,2,3
1630754310,21.812109375,1004.3452665802902,49.18917038650039,0,2,3
1630754311,21.812109375,1004.3337075132374,49.10332236058568,0,2,3
1630754313,21.8171875,1004.3568257312785,49.17781438133064,0,1,2
1630754314,21.822265625,1004.3253933540547,49.22948943141938,0,1,2
1630754315,21.812109375,1004.346686919558,49.206464723576225,0,1,2
1630754316,21.8171875,1004.3401972158783,49.20667340613428,0,1,2
1630754317,21.80703125,1004.3416174776088,49.20636036668578,0,1,2
1630754318,21.812109375,1004.3272178116356,49.2865791240057,0,1,2
1630754319,21.812109375,1004.3418196417007,49.16656194388918,0,1,2
1630754320,21.8171875,1004.3448623030988,49.22386388781611,0,1,2
1630754321,21.8171875,1004.3631134149759,49.286473841300406,0,1,2
1630754322,21.8171875,1004.3288402369388,49.10332236058568,0,1,2
1630754323,21.812109375,1004.3499317717873,49.160520226211844,0,1,2
1630754324,21.812109375,1004.3304626623067,49.28084927559526,0,1,2
1630754325,21.80703125,1004.3448623030988,49.18917038650039,0,1,2
1630754326,21.801953125,1004.3302605904391,49.206464723576225,0,1,2
1630754327,21.80703125,1004.33350541502,49.25792978529704,0,1,2
1630754328,21.812109375,1004.3448623030988,49.14895638102767,0,1,2
1630754329,21.812109375,1004.3397928103541,49.39533788235703,0,1,2
